Label,Aquaintance,Friend,Study,Support,Politics,OldFriend,Grade,LeftRight,Group
843,"['afp', 'mjb', 'zrm', 'cx9', 'q9a']","['afp', 'mjb', 'zrm', 'cx9']",[],"['afp', 'mjb', 'zrm', 'cx9', 'q9a']",['cx9'],[],"[('afp', 5.0), ('mjb', 2.0), ('zrm', 4.0), ('cx9', 3.0), ('q9a', 1.0)]","[('afp', 2.0), ('mjb', 3.0), ('zrm', 3.0), ('cx9', 2.0), ('q9a', 0.0)]","[('afp', 1.0), ('mjb', 1.0), ('zrm', 1.0), ('cx9', 1.0), ('q9a', 2.0)]"
r3x,"['aq6', 'cx9', 'qip', 'qdi', '7w1']","['aq6', 'cx9', 'qip', 'qdi', '7w1']",[],[],[],[],"[('aq6', 4.0), ('cx9', 4.0), ('qip', 4.0), ('qdi', 4.0), ('7w1', 4.0)]","[('aq6', 4.0), ('cx9', 3.0), ('qip', 4.0), ('qdi', 4.0), ('7w1', 4.0)]","[('aq6', 1.0), ('cx9', 2.0), ('qip', 1.0), ('qdi', 1.0), ('7w1', 1.0)]"
98q,"['upq', 'cx9', 'n64', '3z0', 'oev', '6z8', 'ras', 'poi', 'hxt', '6vf', 'nre', 'hyf', 'rji', 'vrj']","['upq', 'cx9', 'n64', '3z0', 'oev', '6z8', 'ras', 'poi', 'hxt', '6vf', 'nre', 'hyf', 'rji', 'vrj']",[],"['upq', 'ras', 'poi', 'hxt', '6vf']",[],[],"[('upq', 5.0), ('cx9', 7.0), ('n64', 5.0), ('3z0', 5.0), ('oev', 5.0), ('6z8', 5.0), ('ras', 5.0), ('poi', 4.0), ('hxt', 6.0), ('6vf', 5.0), ('nre', 6.0), ('hyf', 5.0), ('rji', 4.0), ('vrj', 6.0)]","[('upq', 4.0), ('cx9', 5.0), ('n64', 4.0), ('3z0', 3.0), ('oev', 3.0), ('6z8', 3.0), ('ras', 4.0), ('poi', 4.0), ('hxt', 4.0), ('6vf', 5.0), ('nre', 5.0), ('hyf', 4.0), ('rji', 2.0)]","[('upq', 1.0), ('cx9', 2.0), ('n64', 2.0), ('3z0', 2.0), ('oev', 1.0), ('6z8', 1.0), ('ras', 1.0), ('poi', 1.0), ('hxt', 1.0), ('6vf', 1.0), ('nre', 1.0), ('hyf', 1.0), ('rji', 2.0), ('vrj', 2.0)]"
qip,"['aq6', '7w1', 'r3x', 'qdi']","['aq6', 'r3x']",[],[],[],[],"[('aq6', 5.0), ('7w1', 5.0), ('r3x', 5.0), ('qdi', 5.0)]","[('aq6', 5.0), ('7w1', 5.0), ('r3x', 4.0), ('qdi', 5.0)]","[('aq6', 1.0), ('7w1', 1.0), ('r3x', 1.0), ('qdi', 1.0)]"
scs,['k05'],['k05'],[],[],[],[],"[('k05', 7.0)]","[('k05', 6.0)]","[('k05', 1.0)]"
8ke,"['rji', 'n64', '98q', '3z0', 'qip', 'vrj', 'poi', 'cx9', 'nre', 'u5b', 'l7r', 'bjp', '30d']","['rji', 'poi', 'cx9', 'u5b', '30d']",['rji'],"['poi', '30d']","['98q', '3z0', 'poi']",[],"[('rji', 7.0), ('n64', 9.0), ('98q', 9.0), ('3z0', 5.0), ('qip', 6.0), ('vrj', 7.0), ('poi', 4.0), ('cx9', 5.0), ('nre', 0.0), ('u5b', 6.0), ('l7r', 7.0), ('bjp', 6.0), ('30d', 6.0)]","[('rji', 7.0), ('n64', 4.0), ('98q', 7.0), ('3z0', 2.0), ('qip', 4.0), ('vrj', 0.0), ('poi', 4.0), ('cx9', 5.0), ('nre', 3.0), ('u5b', 5.0), ('l7r', 6.0), ('bjp', 6.0), ('30d', 5.0)]","[('rji', 1.0), ('n64', 2.0), ('98q', 2.0), ('vrj', 2.0), ('poi', 2.0), ('cx9', 2.0), ('nre', 2.0), ('u5b', 1.0), ('l7r', 1.0), ('bjp', 1.0), ('30d', 1.0)]"
6vf,"['e6v', 'vrj', '98q']",['e6v'],[],['98q'],[],[],"[('e6v', 4.0), ('vrj', 8.0), ('98q', 2.0)]","[('e6v', 7.0), ('vrj', 6.0), ('98q', 3.0)]","[('e6v', 1.0), ('vrj', 2.0), ('98q', 2.0)]"
yp5,"['40m', 'hez']",[],[],"['40m', 'hez']",[],[],"[('40m', 6.0), ('hez', 0.0)]","[('40m', 5.0), ('hez', 6.0)]",[]
c38,"['r75', 'kq7', '07h', 'pdp', 'zit']","['kq7', '07h']",[],"['kq7', '07h']","['r75', 'kq7', '07h', 'pdp', 'zit']",[],"[('r75', 4.0), ('kq7', 5.0), ('07h', 5.0), ('pdp', 3.0), ('zit', 3.0)]","[('r75', 1.0), ('kq7', 5.0), ('07h', 4.0), ('pdp', 4.0), ('zit', 5.0)]","[('r75', 4.0), ('kq7', 1.0), ('07h', 1.0), ('pdp', 3.0), ('zit', 3.0)]"
r75,"['pgw', 'k3y', 'c38', '5ci', '90o']",[],[],"['pgw', 'k3y', 'c38', '5ci', '90o']","['k3y', '90o']",[],"[('pgw', 4.0), ('k3y', 2.0), ('c38', 3.0), ('5ci', 9.0), ('90o', 4.0)]","[('pgw', 1.0), ('k3y', 3.0), ('c38', 1.0), ('5ci', 5.0), ('90o', 3.0)]","[('pgw', 1.0), ('k3y', 2.0), ('c38', 2.0), ('5ci', 4.0), ('90o', 3.0)]"
pdp,"['zit', 'c38', '07h', 'zda', 'iy3']",['iy3'],['iy3'],"['zit', 'zda', 'iy3']",['iy3'],[],"[('zit', 9.0), ('c38', 4.0), ('07h', 4.0), ('zda', 10.0), ('iy3', 7.0)]","[('zit', 4.0), ('c38', 4.0), ('07h', 4.0), ('zda', 4.0), ('iy3', 3.0)]","[('zit', 2.0), ('c38', 1.0), ('07h', 1.0), ('zda', 2.0), ('iy3', 3.0)]"
fsu,"['svh', 'poi', 'vpi', 'ras', 'go4']","['vpi', 'ras']",['vpi'],['vpi'],"['vpi', 'ras']",[],"[('svh', 4.0), ('vpi', 3.0), ('ras', 3.0), ('go4', 5.0)]","[('svh', 0.0), ('poi', 3.0), ('vpi', 3.0), ('ras', 3.0), ('go4', 3.0)]","[('svh', 1.0), ('poi', 2.0), ('vpi', 2.0), ('ras', 2.0), ('go4', 2.0)]"
ctx,"['5ci', 'r9o']","['5ci', 'r9o']",[],"['5ci', 'r9o']",[],['r9o'],"[('5ci', 6.0), ('r9o', 6.0)]","[('5ci', 5.0), ('r9o', 3.0)]","[('5ci', 1.0), ('r9o', 1.0)]"
qhg,"['ump', 'r75']",['ump'],[],[],[],[],"[('ump', 4.0), ('r75', 3.0)]","[('ump', 4.0), ('r75', 5.0)]","[('ump', 1.0), ('r75', 2.0)]"
3z0,"['8ke', '1a7', 'vug', 'hyf', '98q', '6z8']","['8ke', 'vug', 'hyf', '98q']","['vug', 'hyf', '98q']",[],"['8ke', '1a7']",[],"[('8ke', 5.0), ('1a7', 6.0), ('vug', 4.0), ('hyf', 4.0), ('98q', 5.0), ('6z8', 5.0)]","[('8ke', 3.0), ('1a7', 3.0), ('vug', 3.0), ('hyf', 3.0), ('98q', 3.0), ('6z8', 3.0)]","[('8ke', 2.0), ('1a7', 2.0), ('vug', 1.0), ('hyf', 1.0), ('98q', 1.0), ('6z8', 1.0)]"
3rt,"['rji', 'u5b', 'zfv', 'i9d', 'cav', '7mf', '685', 'it8']","['rji', 'u5b', 'zfv', 'i9d', 'cav', '7mf', '685', 'it8']",['i9d'],"['i9d', '685']","['7mf', 'it8']","['i9d', '7mf']","[('rji', 5.0), ('u5b', 4.0), ('zfv', 5.0), ('i9d', 4.0), ('cav', 4.0), ('7mf', 3.0), ('685', 6.0), ('it8', 7.0)]","[('rji', 0.0), ('u5b', 0.0), ('zfv', 0.0), ('i9d', 5.0), ('cav', 0.0), ('7mf', 7.0), ('685', 5.0), ('it8', 5.0)]","[('rji', 1.0), ('u5b', 1.0), ('zfv', 4.0), ('i9d', 2.0), ('cav', 2.0), ('7mf', 3.0), ('685', 10.0), ('it8', 10.0)]"
1cb,"['aq6', 'qip', 'qdi']","['aq6', 'qdi']","['aq6', 'qip', 'qdi']",['qdi'],"['aq6', 'qip', 'qdi']",[],"[('aq6', 6.0), ('qip', 4.0), ('qdi', 5.0)]","[('aq6', 2.0), ('qip', 5.0), ('qdi', 2.0)]","[('aq6', 1.0), ('qip', 1.0), ('qdi', 1.0)]"
g8f,"['kq7', '8bz', '1k3', 'mjb', 'qoh']","['kq7', '8bz', '1k3', 'mjb', 'qoh']",[],[],[],[],"[('kq7', 4.0), ('8bz', 6.0), ('1k3', 4.0), ('mjb', 4.0), ('qoh', 5.0)]","[('kq7', 4.0), ('8bz', 7.0), ('1k3', 7.0), ('mjb', 3.0), ('qoh', 5.0)]","[('kq7', 1.0), ('8bz', 1.0), ('1k3', 1.0), ('mjb', 1.0), ('qoh', 1.0)]"
l9e,"['n4r', 'e42']","['n4r', 'e42']","['n4r', 'e42']","['n4r', 'e42']",[],['n4r'],"[('n4r', 6.0), ('e42', 6.0)]","[('n4r', 4.0), ('e42', 4.0)]","[('n4r', 1.0), ('e42', 1.0)]"
3ue,"['ty0', 'joy', 'ier', 'is2', 'pfr', 'poi']","['ty0', 'joy', 'ier', 'is2', 'pfr']","['ier', 'is2']","['ty0', 'ier', 'pfr']",['ier'],[],"[('ty0', 2.0), ('joy', 7.0), ('ier', 7.0), ('is2', 9.0), ('pfr', 4.0), ('poi', 0.0)]","[('ty0', 3.0), ('joy', 6.0), ('ier', 3.0), ('is2', 4.0), ('pfr', 6.0), ('poi', 0.0)]","[('ty0', 1.0), ('joy', 2.0), ('ier', 3.0), ('is2', 3.0), ('pfr', 4.0), ('poi', 1.0)]"
kfs,"['20r', '5ga']","['20r', '5ga']",[],[],[],[],"[('20r', 1.0), ('5ga', 1.0)]","[('20r', 6.0), ('5ga', 6.0)]",[]
uqn,"['go4', '8st', 'ras', 'ljz']","['go4', 'ras']",[],[],"['8st', 'ljz']",[],"[('go4', 7.0), ('8st', 7.0), ('ras', 8.0), ('ljz', 4.0)]","[('go4', 5.0), ('8st', 0.0), ('ras', 5.0), ('ljz', 5.0)]","[('go4', 1.0), ('8st', 2.0), ('ras', 1.0), ('ljz', 1.0)]"
f7n,"['2wb', 'e8i', 'poi', '4og', 'erw', 'iy3', 'pdp']","['2wb', 'e8i', 'poi', '4og', 'erw', 'iy3', 'pdp']",['e8i'],"['2wb', 'e8i', 'poi', '4og', 'erw', 'pdp']","['e8i', '4og']",[],"[('2wb', 1.0), ('e8i', 1.0), ('poi', 1.0), ('4og', 1.0), ('erw', 1.0), ('iy3', 1.0), ('pdp', 1.0)]","[('2wb', 3.0), ('e8i', 3.0), ('poi', 0.0), ('4og', 3.0), ('erw', 2.0), ('iy3', 0.0), ('pdp', 3.0)]","[('2wb', 12.0), ('e8i', 13.0), ('poi', 1.0), ('4og', 13.0), ('erw', 13.0), ('iy3', 23.0), ('pdp', 2.0)]"
5ul,['w10'],['w10'],[],[],[],[],"[('w10', 0.0)]","[('w10', 7.0)]","[('w10', 1.0)]"
afp,"['cx9', 'zrm', '843', 'mjb', 'afp', 'un5']","['cx9', 'zrm', '843', 'mjb', 'afp', 'un5']","['843', 'afp', 'un5']","['843', 'afp', 'un5']","['cx9', 'afp', 'un5']","['afp', 'un5']","[('cx9', 2.0), ('zrm', 3.0), ('843', 4.0), ('mjb', 3.0), ('afp', 3.0), ('un5', 2.0)]","[('cx9', 2.0), ('zrm', 4.0), ('843', 4.0), ('mjb', 5.0), ('afp', 3.0), ('un5', 7.0)]","[('cx9', 1.0), ('zrm', 1.0), ('843', 1.0), ('mjb', 1.0), ('afp', 1.0), ('un5', 1.0)]"
0fo,"['cav', 'yyj', 'hro', 'wom', 'mjb', 'ayq', 'pfr', '1k3', 'qoh']","['cav', 'yyj', 'hro', 'wom', 'mjb', 'ayq', 'pfr', '1k3', 'qoh']","['cav', 'hro', 'wom']",['hro'],[],[],"[('cav', 4.0), ('yyj', 3.0), ('hro', 2.0), ('wom', 3.0), ('ayq', 3.0), ('pfr', 2.0), ('1k3', 4.0), ('qoh', 4.0)]","[('cav', 4.0), ('yyj', 6.0), ('hro', 3.0), ('wom', 6.0), ('mjb', 5.0), ('ayq', 6.0), ('pfr', 7.0), ('1k3', 6.0), ('qoh', 6.0)]","[('cav', 1.0), ('yyj', 1.0), ('hro', 1.0), ('wom', 1.0), ('mjb', 2.0), ('ayq', 1.0), ('pfr', 1.0), ('1k3', 2.0), ('qoh', 2.0)]"
28t,['wv9'],['wv9'],['wv9'],['wv9'],['wv9'],[],"[('wv9', 1.0)]","[('wv9', 3.0)]","[('wv9', 1.0)]"
poi,"['5nw', 'fsu', '98q', 'cx9', 'vrj', 'ty0', 'f7n', 'vpi', 'ras', 'go4']","['ty0', 'vpi', 'ras']","['vpi', 'ras', 'go4']","['vpi', 'ras', 'go4']",['go4'],[],"[('5nw', 4.0), ('fsu', 6.0), ('98q', 6.0), ('cx9', 6.0), ('vrj', 6.0), ('ty0', 4.0), ('f7n', 3.0), ('vpi', 3.0), ('ras', 6.0), ('go4', 6.0)]","[('5nw', 5.0), ('fsu', 4.0), ('98q', 5.0), ('cx9', 5.0), ('vrj', 5.0), ('ty0', 3.0), ('f7n', 4.0), ('vpi', 4.0), ('ras', 5.0), ('go4', 2.0)]","[('fsu', 3.0), ('98q', 4.0), ('cx9', 4.0), ('vrj', 4.0), ('ty0', 1.0), ('f7n', 2.0), ('vpi', 3.0), ('ras', 3.0), ('go4', 3.0)]"
6t0,"['j0g', 'g52', 'joy', 'yc4']","['j0g', 'g52', 'joy', 'yc4']","['j0g', 'g52']","['j0g', 'g52', 'yc4']","['j0g', 'g52']",[],"[('j0g', 5.0), ('g52', 6.0), ('joy', 4.0), ('yc4', 4.0)]","[('j0g', 3.0), ('g52', 4.0), ('joy', 0.0), ('yc4', 4.0)]","[('j0g', 1.0), ('g52', 1.0), ('joy', 1.0), ('yc4', 2.0)]"
r9o,"['ctx', '5ci', 'n64']","['ctx', '5ci', 'n64']",['n64'],[],[],['ctx'],"[('ctx', 9.0), ('5ci', 10.0), ('n64', 3.0)]","[('ctx', 7.0), ('5ci', 6.0), ('n64', 4.0)]","[('ctx', 1.0), ('5ci', 1.0), ('n64', 2.0)]"
g1x,['j1i'],['j1i'],[],['j1i'],[],['j1i'],"[('j1i', 4.0)]","[('j1i', 2.0)]","[('j1i', 1.0)]"
kd6,['ka0'],[],[],[],[],[],"[('ka0', 6.0)]","[('ka0', 4.0)]","[('ka0', 1.0)]"
7y2,"['dq4', 'fno', 'w9x', 'hxt']","['dq4', 'fno', 'hxt']",['fno'],"['dq4', 'fno', 'hxt']",[],[],"[('dq4', 5.0), ('fno', 4.0), ('w9x', 0.0), ('hxt', 5.0)]","[('dq4', 4.0), ('fno', 4.0), ('w9x', 4.0), ('hxt', 4.0)]","[('dq4', 1.0), ('fno', 1.0), ('w9x', 1.0), ('hxt', 1.0)]"
qlq,"['msn', '8fi', 'ol7', 'cp4', '7mf', '9vw', '95j']","['msn', '8fi', 'ol7', 'cp4', '9vw', '95j']",['7mf'],[],[],[],"[('msn', 5.0), ('8fi', 6.0), ('ol7', 4.0), ('cp4', 4.0), ('7mf', 4.0), ('9vw', 4.0), ('95j', 6.0)]","[('msn', 3.0), ('8fi', 3.0), ('ol7', 3.0), ('cp4', 4.0), ('7mf', 4.0), ('9vw', 4.0), ('95j', 5.0)]","[('msn', 1.0), ('8fi', 1.0), ('ol7', 1.0), ('cp4', 2.0), ('7mf', 3.0), ('9vw', 2.0), ('95j', 2.0)]"
mjb,"['cx9', 'zrm', '843', 'afp', 'qoh', '8bz', 'g8f', '1k3']","['cx9', 'zrm', '843', 'afp', 'qoh', '8bz', 'g8f', '1k3']",['zrm'],"['cx9', 'zrm', '843']","['cx9', 'zrm']",[],"[('cx9', 6.0), ('zrm', 4.0), ('843', 5.0), ('afp', 7.0), ('qoh', 5.0), ('8bz', 4.0), ('g8f', 5.0), ('1k3', 3.0)]","[('cx9', 3.0), ('zrm', 3.0), ('843', 4.0), ('afp', 4.0), ('qoh', 6.0), ('8bz', 7.0), ('g8f', 6.0), ('1k3', 7.0)]","[('cx9', 1.0), ('zrm', 1.0), ('843', 1.0), ('afp', 2.0), ('qoh', 3.0), ('8bz', 3.0), ('g8f', 3.0), ('1k3', 4.0)]"
fno,"['7y2', 'dq4', 'w9x', 'hxt']","['7y2', 'dq4', 'w9x', 'hxt']",[],"['7y2', 'dq4', 'hxt']",[],[],"[('7y2', 3.0), ('dq4', 3.0), ('w9x', 3.0), ('hxt', 3.0)]","[('7y2', 3.0), ('dq4', 3.0), ('w9x', 3.0), ('hxt', 3.0)]","[('7y2', 1.0), ('dq4', 1.0), ('w9x', 2.0), ('hxt', 1.0)]"
215,[],[],[],[],[],[],[],[],[]
o2r,['mec'],[],[],[],[],['mec'],"[('mec', 1.0)]","[('mec', 2.0)]","[('mec', 1.0)]"
mec,['o2r'],[],[],[],[],['o2r'],"[('o2r', 1.0)]","[('o2r', 5.0)]","[('o2r', 1.0)]"
39j,"['yo0', 'gpm', 'k8p']","['yo0', 'gpm', 'k8p']",[],['k8p'],"['yo0', 'gpm', 'k8p']",[],"[('yo0', 1.0), ('gpm', 1.0), ('k8p', 2.0)]","[('yo0', 4.0), ('gpm', 4.0), ('k8p', 2.0)]","[('yo0', 2.0), ('gpm', 1.0), ('k8p', 1.0)]"
joy,"['w9x', 'dq4', 'g52', 'hxt', '9jr']","['w9x', 'dq4', 'g52', 'hxt', '9jr']","['w9x', 'dq4', 'hxt']","['w9x', 'dq4', 'hxt']",[],[],"[('w9x', 3.0), ('dq4', 3.0), ('g52', 3.0), ('hxt', 3.0), ('9jr', 3.0)]","[('w9x', 6.0), ('dq4', 5.0), ('g52', 4.0), ('hxt', 5.0), ('9jr', 6.0)]","[('w9x', 1.0), ('dq4', 1.0), ('g52', 2.0), ('hxt', 3.0), ('9jr', 4.0)]"
